Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),classify 
BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2
BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Z,13.6,9.3,11.7,24,273,2
BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2
BMW,X1 xDrive28i,SUV - SMALL,2,4,AS8,Z,10.3,7.7,9.1,31,213,2
BMW,X2 xDrive28i,SUV - SMALL,2,4,AS8,Z,9.9,7.6,8.8,32,207,2
BMW,X2 M35i,SUV - SMALL,2,4,AS8,Z,10,7.8,9,31,210,2
BMW,X3 xDrive30i,SUV - SMALL,2,4,AS8,Z,10,8.2,9.2,31,215,2
BMW,X3 M,SUV - SMALL,3,6,AS8,Z,16.6,12.1,14.6,19,339,3
BMW,X3 M Competition,SUV - SMALL,3,6,AS8,Z,16.6,12.1,14.6,19,339,3
BMW,X3 M40i,SUV - SMALL,3,6,AS8,Z,11.3,8.7,10.1,28,235,2
BMW,X4 xDrive30i,SUV - SMALL,2,4,AS8,Z,10,8.2,9.2,31,215,2
BMW,X4 M,SUV - SMALL,3,6,AS8,Z,16.6,12.1,14.6,19,339,3
BMW,X4 M Competition,SUV - SMALL,3,6,AS8,Z,16.6,12.1,14.6,19,339,3
BMW,X4 M40i,SUV - SMALL,3,6,AS8,Z,11.3,8.7,10.1,28,235,2
BMW,X5 xDrive40i,SUV - STANDARD,3,6,AS8,Z,11.7,9.1,10.5,27,245,2
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,3
BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,3
BMW,X6 xDrive40i,SUV - STANDARD,3,6,AS8,Z,11.7,9.1,10.5,27,245,2
BMW,X6 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,3
BMW,X7 xDrive40i,SUV - STANDARD,3,6,AS8,Z,12,9.4,10.8,26,254,2
BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,3
BMW,X7 M50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,3
BMW,Z4 sDrive30i,TWO-SEATER,2,4,AS8,Z,9.5,7.4,8.5,33,200,2
BMW,Z4 M40i,TWO-SEATER,3,6,AS8,Z,10.3,8,9.3,30,216,2
BUGATTI,Chiron,TWO-SEATER,8,16,AM7,Z,26.8,16.6,22.2,13,522,3
BUICK,Enclave,SUV - STANDARD,3.6,6,A9,X,13,9.1,11.2,25,263,2
BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,277,2
BUICK,Encore,SUV - SMALL,1.4,4,AS6,X,9.4,7.8,8.7,32,204,2
BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,X,10,8,9.1,31,214,2
BUICK,Encore GX,SUV - SMALL,1.2,3,AV,X,9,7.7,8.4,34,198,1
BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A9,X,9,8,8.5,33,199,1
BUICK,Envision AWD,SUV - SMALL,2,4,A9,Z,11.7,9.4,10.7,26,250,2
BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10,28,234,2
BUICK,Regal,MID-SIZE,2,4,AS9,Z,10.3,7.4,9,31,211,2
BUICK,Regal AWD,MID-SIZE,2,4,AS8,Z,11,8,9.6,29,227,2
BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.5,8.8,10.9,26,255,2
CADILLAC,CT4,COMPACT,2,4,AS8,Z,10.1,6.8,8.7,32,203,2
CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8,9.9,29,232,2
CADILLAC,CT4 AWD,COMPACT,2,4,AS8,Z,10.4,7.4,9.1,31,213,2
CADILLAC,CT4 AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,2
CADILLAC,CT4-V,COMPACT,2.7,4,AS10,Z,11.5,8.2,10,28,234,2
CADILLAC,CT4-V AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,2
CADILLAC,CT5,MID-SIZE,2,4,AS10,Z,10.4,7.3,9,31,209,2
CADILLAC,CT5,MID-SIZE,3,6,AS10,Z,12.6,9.1,11,26,256,2
CADILLAC,CT5 AWD,MID-SIZE,2,4,AS10,Z,11,7.7,9.5,30,221,2
CADILLAC,CT5 AWD,MID-SIZE,3,6,AS10,Z,13.3,9.3,11.5,25,268,2
CADILLAC,CT5-V,MID-SIZE,3,6,AS10,Z,13.1,9.1,11.3,25,263,2
CADILLAC,CT5-V AWD,MID-SIZE,3,6,AS10,Z,13.8,9.4,11.8,24,276,2
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11,26,259,2
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20,324,3
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333,3
CADILLAC,XT4,SUV - SMALL,2,4,AS9,Z,9.8,7.8,8.9,32,209,2
CADILLAC,XT4 AWD,SUV - SMALL,2,4,AS9,Z,10.9,8.2,9.7,29,227,2
CADILLAC,XT5,SUV - SMALL,2,4,AS9,Z,11,8.3,9.8,29,227,2
CADILLAC,XT5 AWD,SUV - SMALL,2,4,AS9,Z,11.2,8.9,10.1,28,235,2
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS9,X,13.4,9.4,11.6,24,270,2
CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,AS9,X,13.5,9.7,11.8,24,277,2
CHEVROLET,Blazer,SUV - SMALL,2,4,A9,X,11,8.3,9.8,29,225,2
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238,2
CHEVROLET,Blazer AWD,SUV - SMALL,2,4,A9,X,11.3,8.7,10.1,28,232,2
CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,X,13.1,9.4,11.4,25,269,2
CHEVROLET,Camaro,SUBCOMPACT,2,4,AS8,Z,10.9,7.6,9.4,30,219,2
CHEVROLET,Camaro,SUBCOMPACT,2,4,M6,Z,11.9,7.9,10.1,28,235,2
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247,2
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,9,11.9,24,280,2
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,2
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296,2
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19,355,3
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12,14.8,19,349,3
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,2
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,2
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,2
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,2
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,2
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286,2
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23,326,3
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15,13,14.1,20,331,3
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23,290,2
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,X,8.9,7.7,8.4,34,196,1
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,8,8.7,32,204,2
CHEVROLET,Equinox AWD,SUV - SMALL,2,4,A9,Z,10.9,8.3,9.7,29,228,2
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,26,255,2
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.7,19,246,2
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38,189,1
CHEVROLET,Malibu,MID-SIZE,2,4,A9,Z,10.5,7.4,9.1,31,214,2
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,2
CHEVROLET,Silverado WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,2
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3,6,A10,D,10.2,7.2,8.9,32,238,2
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,3
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,3
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.6,14.4,20,339,3
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,3
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286,2
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,2
CHEVROLET,Silverado WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11,12,24,280,2
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,3,6,A10,D,10.4,8,9.4,30,252,2
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12,14.1,20,331,3
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,349,3
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,3
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13,15,19,350,3
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342,3
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,3
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.7,12.9,22,303,3
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.6,22,296,2
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,3
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15,12,13.7,21,321,3
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,16.8,13.3,15.2,19,357,3
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,3
CHEVROLET,Spark,SUBCOMPACT,1.4,4,AV,X,7.9,6.2,7.1,40,167,1
CHEVROLET,Spark,SUBCOMPACT,1.4,4,M5,X,8,6.2,7.2,39,170,1
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,2
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,3
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,3
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319,3
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343,3
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,3
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,2
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.2,13.8,20,325,3
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16,11.2,13.8,20,325,3
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,3
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,3
CHEVROLET,Traverse,SUV - STANDARD,3.6,6,A9,X,13,8.8,11.1,25,261,2
CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,276,2
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196,1
CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,X,10,8,9.1,31,214,2
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,2
CHRYSLER,Voyager (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,2
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,3
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,305,3
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3
DODGE,Challenger AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,305,3
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,3
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,3
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,3
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358,3
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,3
DODGE,Charger,FULL-SIZE,3.6,6,A5,X,13.7,9,11.6,24,271,2
DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,305,3
DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11,26,258,2
DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13,22,305,3
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19,11.5,15.6,18,368,3
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,2
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,3
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363,3
DODGE,Grand Caravan,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,2
DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,2
FIAT,124 Spider,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187,1
FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9,6.7,7.9,36,185,1
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,2
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,X,10,7.9,9.1,31,213,2
FORD,EcoSport,SUV - SMALL,1,3,AS6,X,8.6,8.1,8.4,34,197,1
FORD,EcoSport AWD,SUV - SMALL,2,4,AS6,X,10.2,8.1,9.2,31,216,2
FORD,Edge,SUV - SMALL,2,4,A8,X,11.2,8.1,9.8,29,229,2
FORD,Edge AWD,SUV - SMALL,2,4,A8,X,11.4,8.3,10,28,233,2
FORD,Edge AWD,SUV - SMALL,2,4,AS8,X,11.4,8.3,10,28,233,2
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11,26,258,2
FORD,Escape,SUV - SMALL,1.5,3,A8,X,8.6,7.1,7.9,36,185,1
FORD,Escape AWD,SUV - SMALL,1.5,3,A8,X,8.9,7.6,8.3,34,196,1
FORD,Escape AWD,SUV - SMALL,2,4,AS8,X,10.4,7.5,9.1,31,213,2
FORD,Escape Hybrid,SUV - SMALL,2.5,4,AV,X,5.4,6.3,5.8,49,136,1
FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,AV,X,5.5,6.4,5.9,48,139,1
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294,2
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308,3
FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS10,X,11.6,8.7,10.3,27,241,2
FORD,Explorer AWD,SUV - STANDARD,3,6,AS10,X,13.3,9.8,11.8,24,278,2
FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,AS10,X,10.1,9,9.6,29,225,2
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12,8.9,10.6,27,249,2
FORD,F-150,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.1,8.3,9.8,29,264,2
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3,6,AS10,D,11.1,8.3,9.8,29,264,2
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.1,9.3,10.8,26,254,2
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.6,12.6,14.8,19,245,2
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.7,12.7,22,298,2
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,X,14.3,10.6,12.6,22,297,2
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5,8,AS10,E,20,14.8,17.6,16,293,2
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,14.4,11.2,13,22,305,3
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,20,14.9,17.7,16,294,2
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11.8,13.6,21,319,3
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS10,E,19.9,15.8,18,16,300,3
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,2
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.9,9.4,10.8,26,290,2
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3,6,AS10,D,11.3,8.5,10,28,270,2
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274,2
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18,265,2
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13,22,304,3
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296,2
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,X,15.1,11.6,13.5,21,317,3
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5,8,AS10,E,20.3,14.7,17.8,16,296,2
FORD,F-150 Raptor 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,15.3,13.1,14.3,20,336,3
FORD,Fusion,MID-SIZE,1.5,4,AS6,X,10,7,8.7,32,203,2
FORD,Fusion Hybrid,MID-SIZE,2,4,AV,X,5.5,5.7,5.6,50,131,1
FORD,GT,TWO-SEATER,3.5,6,AM7,Z,19.8,12.8,16.6,17,393,3
FORD,Mustang,SUBCOMPACT,2.3,4,AS10,X,11.2,7.3,9.4,30,221,2
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,2
FORD,Mustang,SUBCOMPACT,2.3,4,M6,X,11.2,7.9,9.7,29,226,2
FORD,Mustang (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,11.8,8.7,10.4,27,244,2
FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23,289,2
FORD,Mustang,SUBCOMPACT,5,8,M6,X,16.1,9.9,13.3,21,312,3
FORD,Mustang Bullitt,SUBCOMPACT,5,8,M6,X,16.4,10.2,13.6,21,319,3
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242,2
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.7,10.4,27,244,2
FORD,Mustang Convertible,SUBCOMPACT,2.3,4,M6,X,11.8,8.4,10.3,27,240,2
FORD,Mustang Convertible (Performance Pkg),SUBCOMPACT,2.3,4,M6,X,12.1,9.1,10.7,26,252,2
FORD,Mustang Convertible,SUBCOMPACT,5,8,AS10,X,15.4,9.7,12.9,22,303,3
FORD,Ranger 4WD,PICKUP TRUCK - STANDARD,2.3,4,AS10,X,11.8,9.8,10.9,26,256,2
FORD,Shelby GT350 Mustang,SUBCOMPACT,5.2,8,M6,Z,17.1,11.4,14.5,19,342,3
FORD,Shelby GT500 Mustang,SUBCOMPACT,5.2,8,AM7,Z,19.9,12.7,16.7,17,392,3
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,X,16.2,12.3,14.5,19,340,3
FORD,T-150 Wagon FFV,VAN - PASSENGER,3.5,6,AS10,E,21.5,16.2,19.1,15,316,3
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,X,16.7,12.8,15,19,352,3
FORD,T-150 Wagon FFV 4WD,VAN - PASSENGER,3.5,6,AS10,E,22.1,16.8,19.8,14,328,3
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,2
FORD,Transit Connect Van FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.3,11.8,12.6,22,209,2
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.8,8.8,9.3,30,219,2
FORD,Transit Connect Van LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12,8.8,10.6,27,247,2
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,2
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,X,9.9,8.2,9.2,31,214,2
FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2,4,AS8,E,13.7,11.1,12.5,23,208,2
FORD,Transit Connect Wagon LWB,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.1,9,10.7,26,251,2
GENESIS,G70,COMPACT,2,4,M6,Z,12.8,8.5,10.9,26,255,2
GENESIS,G70 AWD,COMPACT,2,4,AS8,Z,11.4,8.6,10.2,28,238,2
GENESIS,G70 AWD,COMPACT,3.3,6,AS8,Z,14.1,9.5,12,24,284,2
GENESIS,G80 AWD,FULL-SIZE,3.3,6,AS8,Z,13.8,9.7,11.9,24,282,2
GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,X,13.4,9.6,11.7,24,276,2
GENESIS,G80 AWD,FULL-SIZE,5,8,AS8,Z,15.6,10.4,13.2,21,312,3
GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Z,13.6,9.5,11.8,24,280,2
GENESIS,G90 AWD,FULL-SIZE,5,8,AS8,Z,15.4,10.2,13.1,22,311,3
GMC,Acadia,SUV - STANDARD,2,4,A9,X,11,8.3,9.8,29,225,2
GMC,Acadia,SUV - STANDARD,2.5,4,A9,X,11.3,8.9,10.2,28,238,2
GMC,Acadia,SUV - STANDARD,3.6,6,A9,X,12.6,8.8,10.9,26,257,2
GMC,Acadia AWD,SUV - STANDARD,2,4,A9,X,11.3,8.7,10.1,28,232,2
GMC,Acadia AWD,SUV - STANDARD,3.6,6,A9,X,13.1,9.4,11.4,25,269,2
GMC,Canyon,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,2
GMC,Canyon,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,2
GMC,Canyon,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,2
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,2
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,2
GMC,Canyon 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14,9.9,12.2,23,286,2
GMC,Sierra,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,2
GMC,Sierra WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,2
GMC,Sierra,PICKUP TRUCK - STANDARD,3,6,A10,D,10.2,7.8,9.1,31,245,2
GMC,Sierra,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,3
GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,3
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16,12.6,14.4,20,339,3
GMC,Sierra FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,3
